po_line_key,po_number,order_date_key,expected_date_key,received_date_key,product_key,supplier_key,dest_location_key,ordered_qty,received_qty,unit_cost,po_line_amount,lead_time_days,is_late_flag,is_complete_flag,is_otif_flag
281,PO-0000281,20251124,20251206,20251206.0,46,28,10,10,10,89.35,893.5,12,False,True,True
282,PO-0000282,20251207,20251219,20251217.0,46,28,10,10,10,89.35,893.5,10,False,True,True
283,PO-0000283,20251224,20251231,,46,28,10,10,0,89.35,893.5,11,False,False,False
284,PO-0000284,20250918,20250930,20250922.0,46,28,2,10,10,89.35,893.5,4,False,True,True
285,PO-0000285,20251226,20251231,,46,28,2,10,0,89.35,893.5,21,True,False,False
286,PO-0000286,20250903,20250915,20250915.0,46,28,9,10,8,89.35,893.5,12,False,False,False
287,PO-0000287,20251027,20251108,20251108.0,46,28,9,10,10,89.35,893.5,12,False,True,True
288,PO-0000288,20251120,20251202,20251207.0,46,28,9,10,10,89.35,893.5,17,False,True,True
289,PO-0000289,20251213,20251225,20251231.0,46,28,9,10,10,89.35,893.5,18,True,True,False
290,PO-0000290,20250917,20250929,20250923.0,46,28,7,10,10,89.35,893.5,6,False,True,True
291,PO-0000291,20251122,20251204,20251202.0,46,28,7,10,8,89.35,893.5,10,False,False,False
292,PO-0000292,20251214,20251231,,47,19,2,10,0,50.59,505.9,18,False,False,False
293,PO-0000293,20251027,20251108,20251110.0,48,29,3,10,10,186.5,1865.0,14,False,True,True
294,PO-0000294,20251227,20251231,,48,29,3,10,0,186.5,1865.0,9,False,False,False
295,PO-0000295,20250916,20250928,20250930.0,49,26,8,10,10,88.72,887.2,14,False,True,True
296,PO-0000296,20251230,20251231,,49,26,8,10,0,88.72,887.2,16,True,False,False
297,PO-0000297,20251103,20251115,20251116.0,49,26,3,10,10,88.72,887.2,13,True,True,False
298,PO-0000298,20250905,20250917,20250908.0,49,26,2,10,10,88.72,887.2,3,False,True,True
299,PO-0000299,20251224,20251231,,49,26,2,10,0,88.72,887.2,16,True,False,False
300,PO-0000300,20250906,20250918,20250924.0,49,26,10,10,10,88.72,887.2,18,False,True,True
301,PO-0000301,20251009,20251021,20251021.0,49,26,10,10,8,88.72,887.2,12,False,False,False
302,PO-0000302,20251107,20251119,20251118.0,49,26,10,10,10,88.72,887.2,11,False,True,True
303,PO-0000303,20251126,20251208,20251204.0,49,26,10,10,10,88.72,887.2,8,False,True,True
304,PO-0000304,20251215,20251227,,49,26,10,10,0,88.72,887.2,22,True,False,False
305,PO-0000305,20251019,20251031,20251107.0,49,26,5,10,10,88.72,887.2,19,True,True,False
306,PO-0000306,20251214,20251226,,49,26,5,10,0,88.72,887.2,20,True,False,False
307,PO-0000307,20250903,20250915,20250916.0,49,26,6,10,10,88.72,887.2,13,False,True,True
308,PO-0000308,20251130,20251212,20251221.0,49,26,6,10,10,88.72,887.2,21,True,True,False
309,PO-0000309,20251118,20251208,20251207.0,50,25,9,10,10,9.17,91.7,19,False,True,True
310,PO-0000310,20250911,20251001,20251007.0,50,25,10,10,10,9.17,91.7,26,False,True,True
311,PO-0000311,20251003,20251023,20251104.0,50,25,8,10,10,9.17,91.7,32,True,True,False
312,PO-0000312,20251003,20251015,20251012.0,51,24,7,10,10,36.88,368.8,9,False,True,True
313,PO-0000313,20251215,20251227,20251227.0,51,24,2,10,8,36.88,368.8,12,False,False,False
314,PO-0000314,20250928,20251010,20251006.0,51,24,9,10,10,36.88,368.8,8,False,True,True
315,PO-0000315,20251115,20251127,20251127.0,51,24,9,10,10,36.88,368.8,12,False,True,True
316,PO-0000316,20251231,20251231,,51,24,9,10,0,36.88,368.8,15,False,False,False
317,PO-0000317,20250903,20250915,20250919.0,52,38,1,10,10,141.18,1411.8,16,True,True,False
318,PO-0000318,20250923,20251005,20251010.0,52,38,1,10,10,141.18,1411.8,17,True,True,False
319,PO-0000319,20251013,20251025,20251027.0,52,38,1,10,10,141.18,1411.8,14,False,True,True
320,PO-0000320,20251101,20251113,20251116.0,52,38,1,10,10,141.18,1411.8,15,False,True,True
321,PO-0000321,20251117,20251129,20251128.0,52,38,1,10,10,141.18,1411.8,11,False,True,True
322,PO-0000322,20251129,20251211,20251209.0,52,38,1,10,10,141.18,1411.8,10,False,True,True
323,PO-0000323,20251228,20251231,,52,38,1,10,0,141.18,1411.8,12,False,False,False
324,PO-0000324,20250903,20250915,20250913.0,52,38,6,10,10,141.18,1411.8,10,False,True,True
325,PO-0000325,20250929,20251011,20251010.0,52,38,6,10,10,141.18,1411.8,11,False,True,True
326,PO-0000326,20251103,20251115,20251115.0,52,38,6,10,10,141.18,1411.8,12,False,True,True
327,PO-0000327,20251118,20251130,20251127.0,52,38,6,10,10,141.18,1411.8,9,False,True,True
328,PO-0000328,20251210,20251222,20251224.0,52,38,6,10,10,141.18,1411.8,14,True,True,False
329,PO-0000329,20251231,20251231,,52,38,6,10,0,141.18,1411.8,17,True,False,False
330,PO-0000330,20250906,20250918,20250919.0,52,38,10,30,30,141.18,4235.4,13,False,True,True
331,PO-0000331,20251002,20251014,20251013.0,52,38,10,30,30,141.18,4235.4,11,False,True,True
332,PO-0000332,20251030,20251111,20251115.0,52,38,10,30,30,141.18,4235.4,16,True,True,False
333,PO-0000333,20251121,20251203,20251208.0,52,38,10,30,25,141.18,4235.4,17,False,False,False
334,PO-0000334,20251213,20251225,20251220.0,52,38,10,30,30,141.18,4235.4,7,False,True,True
335,PO-0000335,20251231,20251231,,52,38,10,30,0,141.18,4235.4,12,False,False,False
336,PO-0000336,20250908,20250920,20250916.0,52,38,8,10,8,141.18,1411.8,8,False,False,False
337,PO-0000337,20251005,20251017,20251010.0,52,38,8,10,10,141.18,1411.8,5,False,True,True
338,PO-0000338,20251026,20251107,20251113.0,52,38,8,10,10,141.18,1411.8,18,True,True,False
339,PO-0000339,20251117,20251129,20251125.0,52,38,8,10,10,141.18,1411.8,8,False,True,True
340,PO-0000340,20251203,20251215,20251215.0,52,38,8,10,10,141.18,1411.8,12,False,True,True
341,PO-0000341,20251221,20251231,20251231.0,52,38,8,10,10,141.18,1411.8,10,False,True,True
342,PO-0000342,20250906,20250918,20250914.0,52,38,9,30,30,141.18,4235.4,8,False,True,True
343,PO-0000343,20251007,20251019,20251019.0,52,38,9,30,30,141.18,4235.4,12,False,True,True
344,PO-0000344,20251106,20251118,20251115.0,52,38,9,30,30,141.18,4235.4,9,False,True,True
345,PO-0000345,20251126,20251208,20251209.0,52,38,9,30,30,141.18,4235.4,13,False,True,True
346,PO-0000346,20251215,20251227,20251225.0,52,38,9,30,30,141.18,4235.4,10,False,True,True
347,PO-0000347,20251230,20251231,,52,38,9,30,0,141.18,4235.4,21,False,False,False
348,PO-0000348,20250903,20250915,20250916.0,52,38,4,10,8,141.18,1411.8,13,False,False,False
349,PO-0000349,20250921,20251003,20251001.0,52,38,4,10,10,141.18,1411.8,10,False,True,True
350,PO-0000350,20251008,20251020,20251011.0,52,38,4,10,10,141.18,1411.8,3,False,True,True
351,PO-0000351,20251119,20251201,20251202.0,52,38,4,10,10,141.18,1411.8,13,False,True,True
352,PO-0000352,20251205,20251217,20251218.0,52,38,4,10,10,141.18,1411.8,13,False,True,True
353,PO-0000353,20251226,20251231,,52,38,4,10,0,141.18,1411.8,13,False,False,False
354,PO-0000354,20250903,20250915,20250914.0,52,38,5,10,10,141.18,1411.8,11,False,True,True
355,PO-0000355,20251011,20251023,20251020.0,52,38,5,10,10,141.18,1411.8,9,False,True,True
356,PO-0000356,20251114,20251126,20251125.0,52,38,5,10,10,141.18,1411.8,11,False,True,True
357,PO-0000357,20251206,20251218,20251219.0,52,38,5,10,8,141.18,1411.8,13,False,False,False
358,PO-0000358,20251230,20251231,,52,38,5,10,0,141.18,1411.8,20,True,False,False
359,PO-0000359,20250903,20250915,20250914.0,52,38,2,10,10,141.18,1411.8,11,False,True,True
360,PO-0000360,20250927,20251009,20251012.0,52,38,2,10,10,141.18,1411.8,15,False,True,True
361,PO-0000361,20251102,20251114,20251115.0,52,38,2,10,10,141.18,1411.8,13,False,True,True
362,PO-0000362,20251120,20251202,20251129.0,52,38,2,10,10,141.18,1411.8,9,False,True,True
363,PO-0000363,20251206,20251218,20251216.0,52,38,2,10,10,141.18,1411.8,10,False,True,True
364,PO-0000364,20251228,20251231,,52,38,2,10,0,141.18,1411.8,15,False,False,False
365,PO-0000365,20250906,20250918,20250924.0,53,13,8,10,10,172.56,1725.6,18,False,True,True
366,PO-0000366,20251107,20251127,20251205.0,55,11,5,10,10,201.95,2019.5,28,True,True,False
367,PO-0000367,20251013,20251102,20251103.0,55,11,9,10,10,201.95,2019.5,21,True,True,False
368,PO-0000368,20251006,20251018,20251013.0,56,23,3,10,10,187.44,1874.4,7,False,True,True
369,PO-0000369,20251008,20251020,20251020.0,56,23,2,10,10,187.44,1874.4,12,False,True,True
370,PO-0000370,20251223,20251231,,56,23,4,10,0,187.44,1874.4,13,False,False,False
371,PO-0000371,20250903,20250910,20250910.0,57,40,8,10,10,186.87,1868.7,7,False,True,True
372,PO-0000372,20251026,20251102,20251104.0,57,40,2,10,8,186.87,1868.7,9,False,False,False
373,PO-0000373,20250930,20251007,20251006.0,57,40,6,10,10,186.87,1868.7,6,False,True,True
374,PO-0000374,20251231,20251231,,57,40,6,10,0,186.87,1868.7,6,False,False,False
375,PO-0000375,20250912,20251002,20251012.0,58,25,6,10,10,51.24,512.4,30,True,True,False
376,PO-0000376,20251213,20251231,,58,25,6,10,0,51.24,512.4,22,True,False,False
377,PO-0000377,20251121,20251211,20251215.0,58,25,2,10,10,51.24,512.4,24,True,True,False
378,PO-0000378,20250903,20250915,20250919.0,59,9,10,23,19,12.54,288.42,16,False,False,False
379,PO-0000379,20251004,20251016,20251014.0,59,9,10,23,23,12.54,288.42,10,False,True,True
380,PO-0000380,20251029,20251110,20251109.0,59,9,10,23,23,12.54,288.42,11,False,True,True
381,PO-0000381,20251116,20251128,20251129.0,59,9,10,23,23,12.54,288.42,13,False,True,True
382,PO-0000382,20251205,20251217,20251218.0,59,9,10,23,23,12.54,288.42,13,False,True,True
383,PO-0000383,20251226,20251231,,59,9,10,23,0,12.54,288.42,11,False,False,False
384,PO-0000384,20250923,20251005,20251005.0,59,9,6,10,10,12.54,125.4,12,False,True,True
385,PO-0000385,20251022,20251103,20251106.0,59,9,6,10,10,12.54,125.4,15,True,True,False
386,PO-0000386,20251128,20251210,20251211.0,59,9,6,10,10,12.54,125.4,13,False,True,True
387,PO-0000387,20250903,20250915,20250914.0,59,9,2,10,10,12.54,125.4,11,False,True,True
388,PO-0000388,20251006,20251018,20251101.0,59,9,2,10,10,12.54,125.4,26,True,True,False
389,PO-0000389,20251107,20251119,20251116.0,59,9,2,10,10,12.54,125.4,9,False,True,True
390,PO-0000390,20251212,20251224,20251222.0,59,9,2,10,10,12.54,125.4,10,False,True,True
391,PO-0000391,20251226,20251231,,59,9,2,10,0,12.54,125.4,13,False,False,False
392,PO-0000392,20250903,20250915,20250915.0,59,9,5,10,10,12.54,125.4,12,False,True,True
393,PO-0000393,20250917,20250929,20250928.0,59,9,5,10,10,12.54,125.4,11,False,True,True
394,PO-0000394,20251012,20251024,20251022.0,59,9,5,10,10,12.54,125.4,10,False,True,True
395,PO-0000395,20251107,20251119,20251118.0,59,9,5,10,10,12.54,125.4,11,False,True,True
396,PO-0000396,20251201,20251213,20251226.0,59,9,5,10,10,12.54,125.4,25,True,True,False
397,PO-0000397,20250928,20251010,20251011.0,60,37,9,10,10,191.03,1910.3,13,False,True,True
398,PO-0000398,20250903,20250915,20250910.0,61,32,6,10,10,68.32,683.2,7,False,True,True
399,PO-0000399,20251107,20251119,20251116.0,61,32,6,10,10,68.32,683.2,9,False,True,True
400,PO-0000400,20250903,20250915,20250911.0,61,32,10,10,10,68.32,683.2,8,False,True,True
401,PO-0000401,20250923,20251005,20251015.0,61,32,10,10,10,68.32,683.2,22,True,True,False
402,PO-0000402,20251029,20251110,20251106.0,61,32,10,10,10,68.32,683.2,8,False,True,True
403,PO-0000403,20251118,20251130,20251205.0,61,32,10,10,10,68.32,683.2,17,True,True,False
404,PO-0000404,20251209,20251221,20251219.0,61,32,10,10,10,68.32,683.2,10,False,True,True
405,PO-0000405,20251221,20251231,,61,32,10,10,0,68.32,683.2,15,False,False,False
406,PO-0000406,20251109,20251121,20251123.0,61,32,5,10,10,68.32,683.2,14,False,True,True
407,PO-0000407,20250927,20251009,20251017.0,61,32,7,10,10,68.32,683.2,20,True,True,False
408,PO-0000408,20250930,20251012,20251015.0,61,32,2,10,8,68.32,683.2,15,False,False,False
409,PO-0000409,20251209,20251221,20251223.0,61,32,2,10,10,68.32,683.2,14,False,True,True
410,PO-0000410,20250903,20250923,20250923.0,62,18,2,10,10,136.73,1367.3,20,True,True,False
411,PO-0000411,20250930,20251020,20251026.0,62,18,2,10,10,136.73,1367.3,26,True,True,False
412,PO-0000412,20251031,20251120,20251128.0,62,18,2,10,10,136.73,1367.3,28,True,True,False
413,PO-0000413,20251128,20251218,20251216.0,62,18,2,10,10,136.73,1367.3,18,False,True,True
414,PO-0000414,20251216,20251231,,62,18,2,10,0,136.73,1367.3,26,True,False,False
415,PO-0000415,20250903,20250923,20250922.0,62,18,3,10,10,136.73,1367.3,19,False,True,True
416,PO-0000416,20250922,20251012,20251003.0,62,18,3,10,10,136.73,1367.3,11,False,True,True
417,PO-0000417,20251011,20251031,20251029.0,62,18,3,10,10,136.73,1367.3,18,False,True,True
418,PO-0000418,20251109,20251129,20251201.0,62,18,3,10,10,136.73,1367.3,22,True,True,False
419,PO-0000419,20251201,20251221,20251216.0,62,18,3,10,10,136.73,1367.3,15,False,True,True
420,PO-0000420,20251219,20251231,,62,18,3,10,0,136.73,1367.3,35,True,False,False
421,PO-0000421,20251110,20251130,20251205.0,63,6,10,10,10,167.55,1675.5,25,False,True,True
422,PO-0000422,20251111,20251123,20251124.0,64,17,1,10,10,29.53,295.3,13,False,True,True
423,PO-0000423,20251128,20251210,20251210.0,64,17,5,10,10,29.53,295.3,12,False,True,True
424,PO-0000424,20250903,20250915,20250918.0,65,33,9,10,10,172.11,1721.1,15,False,True,True
425,PO-0000425,20251219,20251231,,65,33,9,10,0,172.11,1721.1,20,True,False,False
426,PO-0000426,20250921,20251003,20251002.0,65,33,10,10,10,172.11,1721.1,11,False,True,True
427,PO-0000427,20251227,20251231,,65,33,10,10,0,172.11,1721.1,11,False,False,False
428,PO-0000428,20251015,20251027,20251023.0,65,33,3,10,10,172.11,1721.1,8,False,True,True
429,PO-0000429,20251106,20251118,20251113.0,66,24,3,10,10,206.56,2065.6,7,False,True,True
430,PO-0000430,20250903,20250915,20250919.0,66,24,10,10,10,206.56,2065.6,16,False,True,True
431,PO-0000431,20251202,20251214,20251214.0,66,24,10,10,10,206.56,2065.6,12,False,True,True
432,PO-0000432,20251001,20251013,20251011.0,67,8,9,10,10,160.65,1606.5,10,False,True,True
433,PO-0000433,20251102,20251114,20251121.0,67,8,9,10,10,160.65,1606.5,19,True,True,False
434,PO-0000434,20251227,20251231,,67,8,9,10,0,160.65,1606.5,9,False,False,False
435,PO-0000435,20251225,20251231,,67,8,5,10,0,160.65,1606.5,22,True,False,False
436,PO-0000436,20250909,20250921,20250925.0,68,7,1,10,10,97.91,979.1,16,False,True,True
437,PO-0000437,20251012,20251024,20251026.0,68,7,1,10,10,97.91,979.1,14,False,True,True
438,PO-0000438,20251118,20251130,20251126.0,68,7,1,10,10,97.91,979.1,8,False,True,True
439,PO-0000439,20251204,20251216,20251215.0,68,7,1,10,10,97.91,979.1,11,False,True,True
440,PO-0000440,20251229,20251231,,68,7,1,10,0,97.91,979.1,12,False,False,False
441,PO-0000441,20250903,20250915,20250913.0,68,7,4,10,10,97.91,979.1,10,False,True,True
442,PO-0000442,20251010,20251022,20251019.0,68,7,4,10,10,97.91,979.1,9,False,True,True
443,PO-0000443,20251106,20251118,20251119.0,68,7,4,10,10,97.91,979.1,13,False,True,True
444,PO-0000444,20251209,20251221,20251224.0,68,7,4,10,10,97.91,979.1,15,False,True,True
445,PO-0000445,20250903,20250923,20250928.0,69,39,10,47,47,193.05,9073.35,25,False,True,True
446,PO-0000446,20250930,20251020,20251025.0,69,39,10,47,47,193.05,9073.35,25,False,True,True
447,PO-0000447,20251102,20251122,20251128.0,69,39,10,47,47,193.05,9073.35,26,False,True,True
448,PO-0000448,20251128,20251218,,69,39,10,47,0,193.05,9073.35,35,True,False,False
449,PO-0000449,20250928,20251018,20251019.0,70,18,8,10,10,116.75,1167.5,21,False,True,True
450,PO-0000450,20250903,20250923,20250922.0,70,18,7,10,10,116.75,1167.5,19,False,True,True
451,PO-0000451,20250928,20251018,20251019.0,70,18,3,10,10,116.75,1167.5,21,False,True,True
452,PO-0000452,20251225,20251231,,70,18,3,10,0,116.75,1167.5,16,False,False,False
453,PO-0000453,20251014,20251103,20251111.0,70,18,5,10,10,116.75,1167.5,28,False,True,True
454,PO-0000454,20251019,20251108,20251104.0,70,18,4,10,10,116.75,1167.5,16,False,True,True
455,PO-0000455,20250909,20250921,20251004.0,71,28,2,14,14,164.23,2299.22,25,True,True,False
456,PO-0000456,20251018,20251030,20251031.0,71,28,2,14,14,164.23,2299.22,13,False,True,True
457,PO-0000457,20251116,20251128,20251121.0,71,28,2,14,11,164.23,2299.22,5,False,False,False
458,PO-0000458,20251130,20251212,20251212.0,71,28,2,14,14,164.23,2299.22,12,False,True,True
459,PO-0000459,20251220,20251231,20251229.0,71,28,2,14,11,164.23,2299.22,9,False,False,False
460,PO-0000460,20250910,20250922,20250919.0,71,28,1,14,14,164.23,2299.22,9,False,True,True
461,PO-0000461,20251005,20251017,20251015.0,71,28,1,14,14,164.23,2299.22,10,False,True,True
462,PO-0000462,20251101,20251113,20251113.0,71,28,1,14,14,164.23,2299.22,12,False,True,True
463,PO-0000463,20251120,20251202,20251205.0,71,28,1,14,14,164.23,2299.22,15,False,True,True
464,PO-0000464,20251209,20251221,20251219.0,71,28,1,14,14,164.23,2299.22,10,False,True,True
465,PO-0000465,20251228,20251231,,71,28,1,14,0,164.23,2299.22,9,False,False,False
466,PO-0000466,20250906,20250913,20250913.0,72,15,1,10,10,180.78,1807.8,7,False,True,True
467,PO-0000467,20250910,20250917,20250918.0,72,15,7,10,10,180.78,1807.8,8,False,True,True
468,PO-0000468,20251209,20251216,20251215.0,72,15,7,10,10,180.78,1807.8,6,False,True,True
469,PO-0000469,20250903,20250910,20250910.0,73,4,6,12,12,165.23,1982.76,7,False,True,True
470,PO-0000470,20250920,20250927,20250925.0,73,4,6,12,12,165.23,1982.76,5,False,True,True
471,PO-0000471,20251018,20251025,20251025.0,73,4,6,12,10,165.23,1982.76,7,False,False,False
472,PO-0000472,20251108,20251115,20251115.0,73,4,6,12,12,165.23,1982.76,7,False,True,True
473,PO-0000473,20251126,20251203,20251202.0,73,4,6,12,10,165.23,1982.76,6,False,False,False
474,PO-0000474,20251211,20251218,20251218.0,73,4,6,12,12,165.23,1982.76,7,False,True,True
475,PO-0000475,20251225,20251231,,73,4,6,12,0,165.23,1982.76,7,False,False,False
476,PO-0000476,20250903,20250910,20250910.0,73,4,8,12,12,165.23,1982.76,7,False,True,True
477,PO-0000477,20251007,20251014,20251012.0,73,4,8,12,12,165.23,1982.76,5,False,True,True
478,PO-0000478,20251107,20251114,20251114.0,73,4,8,12,12,165.23,1982.76,7,False,True,True
479,PO-0000479,20251123,20251130,20251128.0,73,4,8,12,12,165.23,1982.76,5,False,True,True
480,PO-0000480,20251208,20251215,20251215.0,73,4,8,12,12,165.23,1982.76,7,False,True,True
481,PO-0000481,20251223,20251230,20251231.0,73,4,8,12,12,165.23,1982.76,8,False,True,True
482,PO-0000482,20251112,20251124,20251119.0,74,17,3,10,10,64.4,644.0,7,False,True,True
483,PO-0000483,20250903,20250915,20250913.0,75,28,2,10,10,27.25,272.5,10,False,True,True
484,PO-0000484,20251222,20251231,,75,28,2,10,0,27.25,272.5,10,False,False,False
485,PO-0000485,20251023,20251104,20251030.0,75,28,5,10,10,27.25,272.5,7,False,True,True
486,PO-0000486,20250923,20250930,20251003.0,76,14,7,10,10,53.58,535.8,10,False,True,True
487,PO-0000487,20250903,20250923,20250912.0,77,25,1,59,50,111.38,6571.42,9,False,False,False
488,PO-0000488,20250924,20251014,20251014.0,77,25,1,59,59,111.38,6571.42,20,False,True,True
489,PO-0000489,20251024,20251113,20251108.0,77,25,1,59,59,111.38,6571.42,15,False,True,True
490,PO-0000490,20251114,20251204,20251227.0,77,25,1,59,59,111.38,6571.42,43,True,True,False
491,PO-0000491,20251228,20251231,,77,25,1,59,0,111.38,6571.42,15,False,False,False
492,PO-0000492,20250903,20250923,20250923.0,77,25,4,59,59,111.38,6571.42,20,False,True,True
493,PO-0000493,20250928,20251018,20251004.0,77,25,4,59,59,111.38,6571.42,6,False,True,True
494,PO-0000494,20251021,20251110,20251122.0,77,25,4,59,59,111.38,6571.42,32,True,True,False
495,PO-0000495,20251123,20251213,20251206.0,77,25,4,59,59,111.38,6571.42,13,False,True,True
496,PO-0000496,20251209,20251229,,77,25,4,59,0,111.38,6571.42,28,False,False,False
497,PO-0000497,20250903,20250923,20251001.0,78,18,7,10,10,111.9,1119.0,28,True,True,False
498,PO-0000498,20251026,20251115,20251126.0,78,18,7,10,10,111.9,1119.0,31,False,True,True
499,PO-0000499,20251231,20251231,,78,18,7,10,0,111.9,1119.0,17,True,False,False
500,PO-0000500,20250906,20250926,20250926.0,80,11,5,10,10,87.83,878.3,20,False,True,True
