return_key,return_id,return_date_key,product_key,location_key,customer_key,original_order_id,returned_qty,refund_amount,return_reason_code
314,RET-0000314,20251126,576,6,1259,ORD-6-20251126-5,1,59.13,Damaged in Transit
315,RET-0000315,20251009,330,7,1721,ORD-7-20251009-6,1,20.77,Wrong Item
316,RET-0000316,20251025,398,6,1338,ORD-6-20251025-1,1,70.92,Changed Mind
317,RET-0000317,20251128,385,7,1532,ORD-7-20251128-1,1,256.1,Wrong Item
318,RET-0000318,20251205,552,9,194,ORD-9-20251205-6,1,164.19,Changed Mind
319,RET-0000319,20251225,622,8,1517,ORD-8-20251225-3,1,199.83,Not As Described
320,RET-0000320,20251102,122,10,1994,ORD-10-20251102-2,1,25.53,Defective
321,RET-0000321,20251129,273,3,482,ORD-3-20251129-1,1,131.74,Not As Described
322,RET-0000322,20251212,191,9,541,ORD-9-20251212-0,1,230.33,Defective
323,RET-0000323,20251010,405,4,1132,ORD-4-20251010-2,1,124.6,Wrong Item
324,RET-0000324,20251219,42,9,46,ORD-9-20251219-3,1,132.93,Defective
325,RET-0000325,20250929,199,10,1609,ORD-10-20250929-4,1,187.91,Damaged in Transit
326,RET-0000326,20251229,736,3,497,ORD-3-20251229-4,1,32.4,Changed Mind
327,RET-0000327,20251231,286,9,1150,ORD-9-20251231-4,1,58.76,Changed Mind
328,RET-0000328,20250920,592,9,1618,ORD-9-20250920-1,1,402.55,Changed Mind
329,RET-0000329,20251109,765,1,786,ORD-1-20251109-6,1,169.72,Damaged in Transit
330,RET-0000330,20251220,62,2,825,ORD-2-20251220-2,1,338.14,Damaged in Transit
331,RET-0000331,20251214,425,3,1733,ORD-3-20251214-6,1,49.13,Wrong Item
332,RET-0000332,20251223,87,9,1858,ORD-9-20251223-3,1,80.68,Changed Mind
333,RET-0000333,20251223,4,2,457,ORD-2-20251223-4,1,157.3,Defective
334,RET-0000334,20251210,603,6,687,ORD-6-20251210-2,1,431.63,Not As Described
335,RET-0000335,20250916,230,4,1808,ORD-4-20250916-2,1,241.2,Defective
336,RET-0000336,20251103,286,9,1997,ORD-9-20251103-6,1,58.76,Defective
337,RET-0000337,20251114,156,2,1382,ORD-2-20251114-4,1,28.87,Defective
338,RET-0000338,20251224,156,10,534,ORD-10-20251224-1,2,57.74,Defective
339,RET-0000339,20250915,216,9,732,ORD-9-20250915-3,1,29.6,Damaged in Transit
340,RET-0000340,20251128,64,5,745,ORD-5-20251128-0,1,54.47,Changed Mind
341,RET-0000341,20251227,215,10,194,ORD-10-20251227-4,1,311.88,Changed Mind
342,RET-0000342,20251220,207,10,460,ORD-10-20251220-2,1,249.85,Better Price Elsewhere
343,RET-0000343,20251108,765,10,1828,ORD-10-20251108-4,3,509.16,Defective
344,RET-0000344,20251105,253,6,118,ORD-6-20251105-0,1,367.81,Better Price Elsewhere
345,RET-0000345,20251028,71,2,970,ORD-2-20251028-3,1,299.72,Changed Mind
346,RET-0000346,20251118,136,10,1838,ORD-10-20251118-5,1,233.99,Better Price Elsewhere
347,RET-0000347,20251102,566,1,32,ORD-1-20251102-1,1,296.38,Defective
348,RET-0000348,20251216,556,9,251,ORD-9-20251216-1,1,113.68,Wrong Item
349,RET-0000349,20251019,4,8,1729,ORD-8-20251019-0,1,157.3,Damaged in Transit
350,RET-0000350,20251227,758,1,888,ORD-1-20251227-2,1,137.81,Defective
351,RET-0000351,20250916,620,8,714,ORD-8-20250916-5,1,241.05,Better Price Elsewhere
352,RET-0000352,20251209,74,3,129,ORD-3-20251209-3,1,104.77,Not As Described
353,RET-0000353,20251002,708,7,1805,ORD-7-20251002-4,1,350.45,Damaged in Transit
354,RET-0000354,20251120,561,4,1968,ORD-4-20251120-4,1,164.99,Defective
355,RET-0000355,20250910,383,10,90,ORD-10-20250910-3,1,166.78,Wrong Item
356,RET-0000356,20250922,763,10,1289,ORD-10-20250922-2,1,146.56,Damaged in Transit
357,RET-0000357,20251208,654,9,840,ORD-9-20251208-5,1,54.85,Changed Mind
358,RET-0000358,20251027,266,2,1719,ORD-2-20251027-3,1,320.16,Defective
359,RET-0000359,20251204,369,9,612,ORD-9-20251204-1,1,250.59,Better Price Elsewhere
360,RET-0000360,20251111,303,10,905,ORD-10-20251111-2,1,306.09,Damaged in Transit
361,RET-0000361,20250907,409,10,885,ORD-10-20250907-2,1,235.59,Not As Described
362,RET-0000362,20251121,23,2,1073,ORD-2-20251121-1,1,275.12,Damaged in Transit
363,RET-0000363,20251115,521,10,1945,ORD-10-20251115-5,1,89.13,Defective
364,RET-0000364,20251212,281,9,50,ORD-9-20251212-3,1,138.42,Not As Described
365,RET-0000365,20251010,160,7,1677,ORD-7-20251010-3,1,518.11,Defective
366,RET-0000366,20251230,426,10,927,ORD-10-20251230-2,1,350.19,Not As Described
367,RET-0000367,20251226,117,9,1269,ORD-9-20251226-2,1,201.75,Damaged in Transit
368,RET-0000368,20251007,691,1,365,ORD-1-20251007-4,1,566.37,Better Price Elsewhere
369,RET-0000369,20251208,380,5,1824,ORD-5-20251208-2,1,57.75,Defective
370,RET-0000370,20251119,214,9,650,ORD-9-20251119-2,1,352.64,Changed Mind
371,RET-0000371,20251105,736,3,1015,ORD-3-20251105-2,1,32.4,Defective
372,RET-0000372,20251217,231,10,1961,ORD-10-20251217-0,1,18.39,Wrong Item
373,RET-0000373,20251206,501,8,1982,ORD-8-20251206-5,1,245.47,Damaged in Transit
374,RET-0000374,20251202,142,4,1296,ORD-4-20251202-1,1,82.76,Better Price Elsewhere
375,RET-0000375,20251218,592,2,728,ORD-2-20251218-4,1,402.55,Changed Mind
376,RET-0000376,20250912,62,3,1533,ORD-3-20250912-3,1,338.14,Damaged in Transit
377,RET-0000377,20251129,156,10,327,ORD-10-20251129-4,1,28.87,Changed Mind
378,RET-0000378,20251108,546,7,632,ORD-7-20251108-3,1,306.64,Not As Described
379,RET-0000379,20251207,506,8,1014,ORD-8-20251207-0,1,296.8,Not As Described
380,RET-0000380,20251222,86,9,1997,ORD-9-20251222-0,1,213.99,Defective
381,RET-0000381,20251004,400,10,586,ORD-10-20251004-6,1,221.93,Changed Mind
382,RET-0000382,20251101,247,4,922,ORD-4-20251101-2,1,85.15,Defective
383,RET-0000383,20251001,146,8,1551,ORD-8-20251001-0,1,270.53,Damaged in Transit
384,RET-0000384,20250914,227,2,1544,ORD-2-20250914-1,1,2.87,Changed Mind
385,RET-0000385,20251211,162,6,1423,ORD-6-20251211-5,1,323.95,Changed Mind
386,RET-0000386,20251017,550,7,1506,ORD-7-20251017-4,1,28.04,Changed Mind
387,RET-0000387,20251112,68,1,756,ORD-1-20251112-0,1,145.53,Wrong Item
388,RET-0000388,20250927,100,4,748,ORD-4-20250927-6,1,128.93,Defective
389,RET-0000389,20250914,283,8,366,ORD-8-20250914-3,1,306.58,Changed Mind
390,RET-0000390,20251023,210,5,1553,ORD-5-20251023-5,1,351.83,Not As Described
391,RET-0000391,20251221,713,10,1286,ORD-10-20251221-2,1,145.13,Better Price Elsewhere
392,RET-0000392,20251002,584,9,463,ORD-9-20251002-1,1,27.07,Wrong Item
393,RET-0000393,20251214,638,9,565,ORD-9-20251214-5,1,280.92,Changed Mind
394,RET-0000394,20251219,502,9,396,ORD-9-20251219-3,1,170.96,Defective
395,RET-0000395,20251108,108,3,1790,ORD-3-20251108-5,1,203.22,Changed Mind
396,RET-0000396,20251218,371,3,637,ORD-3-20251218-0,1,269.2,Changed Mind
397,RET-0000397,20251102,371,10,977,ORD-10-20251102-6,1,269.2,Wrong Item
398,RET-0000398,20250915,87,7,1775,ORD-7-20250915-6,1,80.68,Defective
399,RET-0000399,20251115,49,6,919,ORD-6-20251115-5,1,138.47,Damaged in Transit
400,RET-0000400,20250906,371,10,492,ORD-10-20250906-2,1,269.2,Changed Mind
401,RET-0000401,20250921,488,9,869,ORD-9-20250921-5,1,163.93,Defective
402,RET-0000402,20251123,242,5,1755,ORD-5-20251123-2,1,342.68,Better Price Elsewhere
403,RET-0000403,20251207,488,3,998,ORD-3-20251207-0,1,163.93,Damaged in Transit
404,RET-0000404,20251201,516,8,1043,ORD-8-20251201-4,1,166.63,Damaged in Transit
405,RET-0000405,20250914,310,1,951,ORD-1-20250914-0,1,397.72,Defective
406,RET-0000406,20251013,742,8,1281,ORD-8-20251013-5,1,368.24,Defective
407,RET-0000407,20251225,487,2,1252,ORD-2-20251225-1,1,27.82,Not As Described
408,RET-0000408,20251122,71,2,701,ORD-2-20251122-4,1,299.72,Better Price Elsewhere
409,RET-0000409,20251128,77,1,736,ORD-1-20251128-1,1,252.56,Better Price Elsewhere
410,RET-0000410,20251229,553,10,460,ORD-10-20251229-0,1,123.02,Defective
411,RET-0000411,20251119,600,10,287,ORD-10-20251119-6,1,53.95,Changed Mind
412,RET-0000412,20251124,743,9,1608,ORD-9-20251124-0,1,86.74,Defective
413,RET-0000413,20251208,552,9,825,ORD-9-20251208-2,1,164.19,Defective
414,RET-0000414,20251101,631,4,189,ORD-4-20251101-3,1,110.97,Changed Mind
415,RET-0000415,20250905,797,4,945,ORD-4-20250905-1,1,164.26,Wrong Item
416,RET-0000416,20250928,605,5,239,ORD-5-20250928-3,1,317.97,Changed Mind
417,RET-0000417,20251011,424,9,1133,ORD-9-20251011-4,1,223.04,Defective
418,RET-0000418,20251212,743,1,1583,ORD-1-20251212-6,1,86.74,Defective
419,RET-0000419,20251116,775,8,1022,ORD-8-20251116-4,1,16.26,Changed Mind
420,RET-0000420,20251218,799,3,1163,ORD-3-20251218-3,1,104.16,Changed Mind
421,RET-0000421,20250924,146,7,1720,ORD-7-20250924-4,1,270.53,Wrong Item
422,RET-0000422,20251119,691,1,377,ORD-1-20251119-1,1,566.37,Changed Mind
423,RET-0000423,20250914,761,4,1590,ORD-4-20250914-6,1,288.44,Defective
424,RET-0000424,20251018,657,2,511,ORD-2-20251018-0,1,282.72,Wrong Item
425,RET-0000425,20251221,146,10,1998,ORD-10-20251221-2,1,270.53,Changed Mind
426,RET-0000426,20250924,567,7,1242,ORD-7-20250924-1,1,188.01,Damaged in Transit
427,RET-0000427,20250917,638,9,1450,ORD-9-20250917-1,1,280.92,Better Price Elsewhere
428,RET-0000428,20250905,723,9,1774,ORD-9-20250905-0,1,256.31,Wrong Item
429,RET-0000429,20251105,425,2,505,ORD-2-20251105-3,1,49.13,Defective
430,RET-0000430,20250928,299,9,1071,ORD-9-20250928-6,1,259.44,Changed Mind
431,RET-0000431,20251220,622,1,936,ORD-1-20251220-3,1,199.83,Changed Mind
432,RET-0000432,20251022,775,4,1855,ORD-4-20251022-6,1,16.26,Changed Mind
433,RET-0000433,20251122,332,3,753,ORD-3-20251122-1,1,244.74,Changed Mind
434,RET-0000434,20250921,424,10,1614,ORD-10-20250921-2,1,223.04,Changed Mind
435,RET-0000435,20251211,690,7,570,ORD-7-20251211-4,1,235.9,Changed Mind
436,RET-0000436,20251105,238,8,133,ORD-8-20251105-2,1,329.11,Damaged in Transit
437,RET-0000437,20250922,332,6,1466,ORD-6-20250922-6,1,244.74,Changed Mind
438,RET-0000438,20251122,166,8,815,ORD-8-20251122-1,1,230.22,Changed Mind
439,RET-0000439,20251009,357,2,1022,ORD-2-20251009-0,1,281.45,Changed Mind
440,RET-0000440,20251208,238,10,1446,ORD-10-20251208-2,1,329.11,Defective
441,RET-0000441,20251209,330,7,1181,ORD-7-20251209-1,1,20.77,Defective
442,RET-0000442,20251212,135,2,643,ORD-2-20251212-2,1,290.62,Damaged in Transit
443,RET-0000443,20251021,642,6,538,ORD-6-20251021-0,1,239.32,Defective
444,RET-0000444,20251023,775,4,1087,ORD-4-20251023-0,1,16.26,Changed Mind
445,RET-0000445,20251113,186,6,465,ORD-6-20251113-5,1,171.47,Defective
446,RET-0000446,20251128,386,7,1821,ORD-7-20251128-4,1,320.77,Defective
447,RET-0000447,20250926,260,8,479,ORD-8-20250926-3,1,325.83,Damaged in Transit
448,RET-0000448,20251223,156,6,1194,ORD-6-20251223-4,1,28.87,Not As Described
449,RET-0000449,20251128,550,4,1337,ORD-4-20251128-0,1,28.04,Defective
450,RET-0000450,20250928,765,10,1754,ORD-10-20250928-3,1,169.72,Changed Mind
451,RET-0000451,20251102,640,8,1917,ORD-8-20251102-5,1,118.32,Changed Mind
452,RET-0000452,20251121,482,2,1229,ORD-2-20251121-5,1,525.33,Changed Mind
453,RET-0000453,20251229,581,7,1711,ORD-7-20251229-4,1,61.5,Wrong Item
454,RET-0000454,20251205,194,3,1490,ORD-3-20251205-1,1,341.14,Not As Described
455,RET-0000455,20251101,23,10,1997,ORD-10-20251101-5,1,275.12,Better Price Elsewhere
456,RET-0000456,20251105,371,8,406,ORD-8-20251105-1,1,269.2,Changed Mind
457,RET-0000457,20251211,471,9,758,ORD-9-20251211-4,1,127.14,Changed Mind
458,RET-0000458,20251217,156,10,1580,ORD-10-20251217-2,1,28.87,Not As Described
459,RET-0000459,20251126,57,6,1458,ORD-6-20251126-6,1,445.97,Not As Described
460,RET-0000460,20251028,599,8,1924,ORD-8-20251028-3,1,49.64,Changed Mind
461,RET-0000461,20251122,125,10,911,ORD-10-20251122-0,1,520.36,Wrong Item
462,RET-0000462,20251104,291,7,810,ORD-7-20251104-6,1,271.04,Defective
463,RET-0000463,20251214,433,1,1681,ORD-1-20251214-3,1,243.03,Damaged in Transit
464,RET-0000464,20251201,645,8,1080,ORD-8-20251201-0,1,421.73,Defective
465,RET-0000465,20251204,564,8,330,ORD-8-20251204-6,1,91.78,Defective
466,RET-0000466,20250910,62,2,1419,ORD-2-20250910-6,1,338.14,Changed Mind
467,RET-0000467,20251123,190,9,1708,ORD-9-20251123-6,1,371.56,Defective
468,RET-0000468,20251212,136,7,1604,ORD-7-20251212-3,1,233.99,Changed Mind
469,RET-0000469,20251007,118,9,1625,ORD-9-20251007-4,1,489.76,Damaged in Transit
470,RET-0000470,20251214,37,9,776,ORD-9-20251214-5,1,88.64,Wrong Item
471,RET-0000471,20251031,471,10,440,ORD-10-20251031-3,1,127.14,Wrong Item
472,RET-0000472,20251103,330,7,577,ORD-7-20251103-5,1,20.77,Better Price Elsewhere
473,RET-0000473,20251230,341,5,837,ORD-5-20251230-2,1,317.48,Changed Mind
474,RET-0000474,20251019,412,10,485,ORD-10-20251019-5,1,52.77,Changed Mind
475,RET-0000475,20250913,136,4,803,ORD-4-20250913-6,1,233.99,Changed Mind
476,RET-0000476,20251208,436,9,923,ORD-9-20251208-5,1,20.88,Changed Mind
477,RET-0000477,20251024,254,9,722,ORD-9-20251024-1,1,178.94,Damaged in Transit
478,RET-0000478,20251228,28,5,877,ORD-5-20251228-2,1,419.71,Changed Mind
479,RET-0000479,20251011,600,9,1525,ORD-9-20251011-4,1,53.95,Changed Mind
480,RET-0000480,20251005,475,6,481,ORD-6-20251005-4,1,280.7,Changed Mind
481,RET-0000481,20250926,330,3,201,ORD-3-20250926-6,1,20.77,Changed Mind
482,RET-0000482,20250919,36,10,1656,ORD-10-20250919-2,1,197.27,Defective
483,RET-0000483,20251013,332,3,1956,ORD-3-20251013-4,1,244.74,Changed Mind
484,RET-0000484,20251012,706,10,12,ORD-10-20251012-2,1,129.39,Wrong Item
485,RET-0000485,20251126,331,6,231,ORD-6-20251126-4,1,70.64,Defective
486,RET-0000486,20251226,412,3,1659,ORD-3-20251226-0,1,52.77,Defective
487,RET-0000487,20251019,374,9,889,ORD-9-20251019-5,1,89.12,Damaged in Transit
488,RET-0000488,20251003,470,2,1718,ORD-2-20251003-0,1,11.06,Damaged in Transit
489,RET-0000489,20251108,738,9,1880,ORD-9-20251108-0,1,395.56,Not As Described
490,RET-0000490,20251107,254,10,58,ORD-10-20251107-2,1,178.94,Changed Mind
491,RET-0000491,20251123,470,2,742,ORD-2-20251123-5,1,11.06,Changed Mind
492,RET-0000492,20251003,385,1,1727,ORD-1-20251003-5,1,256.1,Changed Mind
493,RET-0000493,20251205,579,5,992,ORD-5-20251205-6,1,86.11,Changed Mind
494,RET-0000494,20250927,499,1,1500,ORD-1-20250927-6,1,199.89,Changed Mind
495,RET-0000495,20250912,687,3,129,ORD-3-20250912-5,1,224.22,Not As Described
496,RET-0000496,20251227,339,10,267,ORD-10-20251227-2,1,9.8,Damaged in Transit
497,RET-0000497,20251226,670,1,922,ORD-1-20251226-6,1,222.63,Changed Mind
498,RET-0000498,20251031,136,10,1366,ORD-10-20251031-3,1,233.99,Defective
499,RET-0000499,20250927,642,6,1414,ORD-6-20250927-0,1,239.32,Changed Mind
500,RET-0000500,20251201,386,5,1683,ORD-5-20251201-0,1,320.77,Defective
