sales_key,date_key,product_key,location_key,units_sold_qty,unit_price,gross_sales_amount,unit_cost,cogs_amount,order_id,employee_key,customer_key,promotion_key,discount_amount,net_sales_amount,gross_margin_amount
238,20251204,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251204-6,2,735,,0.0,157.3,73.14
239,20251210,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251210-0,45,183,2,0.0,157.3,73.14
240,20251219,4,2,2,157.3,314.6,84.16,168.32,ORD-2-20251219-1,59,999,12,0.0,314.6,146.28
241,20251220,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251220-2,110,1918,8,0.0,157.3,73.14
242,20251222,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251222-3,74,460,9,0.0,157.3,73.14
243,20251223,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251223-4,87,1383,8,0.0,157.3,73.14
244,20251225,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251225-5,117,1934,1,0.0,157.3,73.14
245,20251226,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251226-6,12,985,9,0.0,157.3,73.14
246,20251227,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251227-0,18,190,,0.0,157.3,73.14
247,20251228,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251228-1,29,661,,0.0,157.3,73.14
248,20251230,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251230-2,78,481,11,0.0,157.3,73.14
249,20251231,4,2,1,157.3,157.3,84.16,84.16,ORD-2-20251231-3,83,272,12,0.0,157.3,73.14
250,20250919,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20250919-4,93,1051,10,0.0,157.3,73.14
251,20250920,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20250920-5,91,211,4,0.0,157.3,73.14
252,20250922,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20250922-6,27,818,,0.0,157.3,73.14
253,20250927,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20250927-0,107,423,,0.0,157.3,73.14
254,20251001,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251001-1,19,1794,,0.0,157.3,73.14
255,20251002,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251002-2,90,276,9,0.0,157.3,73.14
256,20251005,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251005-3,120,1344,3,0.0,157.3,73.14
257,20251008,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251008-4,75,1571,12,0.0,157.3,73.14
258,20251011,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251011-5,58,1850,,0.0,157.3,73.14
259,20251012,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251012-6,18,601,6,0.0,157.3,73.14
260,20251019,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251019-0,6,1146,,0.0,157.3,73.14
261,20251023,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251023-1,80,639,12,0.0,157.3,73.14
262,20251025,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251025-2,105,1896,,0.0,157.3,73.14
263,20251026,4,8,2,157.3,314.6,84.16,168.32,ORD-8-20251026-3,112,310,6,0.0,314.6,146.28
264,20251029,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251029-4,8,354,4,0.0,157.3,73.14
265,20251102,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251102-5,49,1027,2,0.0,157.3,73.14
266,20251103,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251103-6,110,617,,0.0,157.3,73.14
267,20251104,4,8,2,157.3,314.6,84.16,168.32,ORD-8-20251104-0,13,859,12,0.0,314.6,146.28
268,20251107,4,8,2,157.3,314.6,84.16,168.32,ORD-8-20251107-1,44,906,,0.0,314.6,146.28
269,20251110,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251110-2,78,591,,0.0,157.3,73.14
270,20251114,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251114-3,56,1131,,0.0,157.3,73.14
271,20251117,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251117-4,43,1199,5,0.0,157.3,73.14
272,20251120,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251120-5,79,618,4,0.0,157.3,73.14
273,20251124,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251124-6,115,424,,0.0,157.3,73.14
274,20251126,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251126-0,28,1233,1,0.0,157.3,73.14
275,20251128,4,8,3,157.3,471.9,84.16,252.48,ORD-8-20251128-1,15,1516,9,0.0,471.9,219.42
276,20251129,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251129-2,116,813,,0.0,157.3,73.14
277,20251204,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251204-3,34,1857,12,0.0,157.3,73.14
278,20251207,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251207-4,24,919,,0.0,157.3,73.14
279,20251208,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251208-5,14,196,5,0.0,157.3,73.14
280,20251210,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251210-6,51,555,,0.0,157.3,73.14
281,20251211,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251211-0,7,451,,0.0,157.3,73.14
282,20251212,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251212-1,11,70,6,0.0,157.3,73.14
283,20251214,4,8,2,157.3,314.6,84.16,168.32,ORD-8-20251214-2,92,966,,0.0,314.6,146.28
284,20251215,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251215-3,49,1087,1,0.0,157.3,73.14
285,20251217,4,8,2,157.3,314.6,84.16,168.32,ORD-8-20251217-4,2,337,,0.0,314.6,146.28
286,20251218,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251218-5,23,1498,5,0.0,157.3,73.14
287,20251224,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251224-6,106,1318,12,0.0,157.3,73.14
288,20251228,4,8,1,157.3,157.3,84.16,84.16,ORD-8-20251228-0,59,1541,,0.0,157.3,73.14
289,20250906,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250906-1,67,363,7,0.0,157.3,73.14
290,20250907,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250907-2,64,505,,0.0,157.3,73.14
291,20250908,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250908-3,56,160,2,0.0,157.3,73.14
292,20250913,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250913-4,36,1508,6,0.0,157.3,73.14
293,20250914,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250914-5,99,1193,,0.0,157.3,73.14
294,20250916,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250916-6,69,1251,,0.0,157.3,73.14
295,20250926,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20250926-0,93,1299,,0.0,157.3,73.14
296,20250928,4,7,2,157.3,314.6,84.16,168.32,ORD-7-20250928-1,118,299,7,0.0,314.6,146.28
297,20251001,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251001-2,64,1281,,0.0,157.3,73.14
298,20251004,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251004-3,76,908,,0.0,157.3,73.14
299,20251006,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251006-4,95,1718,1,0.0,157.3,73.14
300,20251009,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251009-5,102,1386,,0.0,157.3,73.14
301,20251010,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251010-6,106,653,10,0.0,157.3,73.14
302,20251018,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251018-0,41,104,,0.0,157.3,73.14
303,20251022,4,7,2,157.3,314.6,84.16,168.32,ORD-7-20251022-1,22,887,,0.0,314.6,146.28
304,20251023,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251023-2,61,407,8,0.0,157.3,73.14
305,20251024,4,7,2,157.3,314.6,84.16,168.32,ORD-7-20251024-3,10,1270,,0.0,314.6,146.28
306,20251109,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251109-4,74,220,5,0.0,157.3,73.14
307,20251110,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251110-5,37,557,7,0.0,157.3,73.14
308,20251111,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251111-6,86,253,,0.0,157.3,73.14
309,20251116,4,7,2,157.3,314.6,84.16,168.32,ORD-7-20251116-0,77,1196,,0.0,314.6,146.28
310,20251117,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251117-1,46,727,,0.0,157.3,73.14
311,20251119,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251119-2,72,634,6,0.0,157.3,73.14
312,20251126,4,7,2,157.3,314.6,84.16,168.32,ORD-7-20251126-3,75,1581,,0.0,314.6,146.28
313,20251128,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251128-4,117,1938,10,0.0,157.3,73.14
314,20251129,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251129-5,83,809,,0.0,157.3,73.14
315,20251130,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251130-6,23,154,,0.0,157.3,73.14
316,20251201,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251201-0,70,1627,10,0.0,157.3,73.14
317,20251202,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251202-1,41,112,,0.0,157.3,73.14
318,20251209,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251209-2,94,1324,4,0.0,157.3,73.14
319,20251213,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251213-3,109,1059,,0.0,157.3,73.14
320,20251217,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251217-4,17,767,4,0.0,157.3,73.14
321,20251218,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251218-5,48,1361,8,0.0,157.3,73.14
322,20251219,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251219-6,93,1359,,0.0,157.3,73.14
323,20251222,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251222-0,105,1386,6,0.0,157.3,73.14
324,20251225,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251225-1,55,127,11,0.0,157.3,73.14
325,20251226,4,7,4,157.3,629.2,84.16,336.64,ORD-7-20251226-2,76,964,12,0.0,629.2,292.56
326,20251229,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251229-3,32,212,,0.0,157.3,73.14
327,20251230,4,7,1,157.3,157.3,84.16,84.16,ORD-7-20251230-4,83,1719,3,0.0,157.3,73.14
328,20250906,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250906-5,29,401,2,0.0,157.3,73.14
329,20250919,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250919-6,80,142,7,0.0,157.3,73.14
330,20250920,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250920-0,93,780,1,0.0,157.3,73.14
331,20250921,4,3,2,157.3,314.6,84.16,168.32,ORD-3-20250921-1,79,1071,1,0.0,314.6,146.28
332,20250922,4,3,2,157.3,314.6,84.16,168.32,ORD-3-20250922-2,96,391,1,0.0,314.6,146.28
333,20250924,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250924-3,30,1827,10,0.0,157.3,73.14
334,20250927,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250927-4,49,442,2,0.0,157.3,73.14
335,20250928,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20250928-5,113,97,11,0.0,157.3,73.14
336,20251002,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251002-6,31,177,2,0.0,157.3,73.14
337,20251004,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251004-0,53,1353,,0.0,157.3,73.14
338,20251008,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251008-1,58,1558,10,0.0,157.3,73.14
339,20251011,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251011-2,45,898,,0.0,157.3,73.14
340,20251012,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251012-3,45,1306,6,0.0,157.3,73.14
341,20251018,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251018-4,42,11,11,0.0,157.3,73.14
342,20251021,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251021-5,14,1664,5,0.0,157.3,73.14
343,20251024,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251024-6,91,577,1,0.0,157.3,73.14
344,20251031,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251031-0,29,580,6,0.0,157.3,73.14
345,20251102,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251102-1,85,756,,0.0,157.3,73.14
346,20251105,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251105-2,29,701,,0.0,157.3,73.14
347,20251111,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251111-3,6,1238,,0.0,157.3,73.14
348,20251116,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251116-4,56,1725,,0.0,157.3,73.14
349,20251117,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251117-5,76,1123,5,0.0,157.3,73.14
350,20251119,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251119-6,97,374,12,0.0,157.3,73.14
351,20251120,4,3,2,157.3,314.6,84.16,168.32,ORD-3-20251120-0,28,65,4,0.0,314.6,146.28
352,20251121,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251121-1,101,202,1,0.0,157.3,73.14
353,20251122,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251122-2,21,1648,,0.0,157.3,73.14
354,20251123,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251123-3,108,391,5,0.0,157.3,73.14
355,20251124,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251124-4,45,434,9,0.0,157.3,73.14
356,20251126,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251126-5,71,1461,4,0.0,157.3,73.14
357,20251128,4,3,2,157.3,314.6,84.16,168.32,ORD-3-20251128-6,24,1496,,0.0,314.6,146.28
358,20251206,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251206-0,116,523,,0.0,157.3,73.14
359,20251208,4,3,2,157.3,314.6,84.16,168.32,ORD-3-20251208-1,26,86,2,0.0,314.6,146.28
360,20251212,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251212-2,110,347,9,0.0,157.3,73.14
361,20251213,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251213-3,21,1665,,0.0,157.3,73.14
362,20251217,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251217-4,76,717,8,0.0,157.3,73.14
363,20251218,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251218-5,40,502,4,0.0,157.3,73.14
364,20251222,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251222-6,106,1505,2,0.0,157.3,73.14
365,20251226,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251226-0,39,1139,6,0.0,157.3,73.14
366,20251229,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251229-1,25,1646,,0.0,157.3,73.14
367,20251231,4,3,1,157.3,157.3,84.16,84.16,ORD-3-20251231-2,16,1981,6,0.0,157.3,73.14
368,20250907,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20250907-3,44,1927,,0.0,67.97,19.91
369,20250909,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20250909-4,36,1187,,0.0,67.97,19.91
370,20250922,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20250922-5,37,403,,0.0,67.97,19.91
371,20251106,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251106-6,47,224,2,0.0,67.97,19.91
372,20251107,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251107-0,37,547,,0.0,67.97,19.91
373,20251113,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251113-1,38,1705,5,0.0,67.97,19.91
374,20251130,6,6,2,67.97,135.94,48.06,96.12,ORD-6-20251130-2,83,1401,,0.0,135.94,39.82
375,20251201,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251201-3,18,1432,2,0.0,67.97,19.91
376,20251206,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251206-4,34,1021,4,0.0,67.97,19.91
377,20251225,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251225-5,66,924,2,0.0,67.97,19.91
378,20251226,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251226-6,68,1521,,0.0,67.97,19.91
379,20251227,6,6,1,67.97,67.97,48.06,48.06,ORD-6-20251227-0,84,1538,,0.0,67.97,19.91
380,20250904,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20250904-1,114,890,6,0.0,67.97,19.91
381,20250906,6,7,1,,67.97,48.06,48.06,ORD-7-20250906-2,107,962,3,0.0,67.97,19.91
382,20251015,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251015-3,94,526,,0.0,67.97,19.91
383,20251102,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251102-4,35,1923,9,0.0,67.97,19.91
384,20251126,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251126-5,15,333,,0.0,67.97,19.91
385,20251127,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251127-6,31,1402,4,0.0,67.97,19.91
386,20251201,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251201-0,91,1563,,0.0,67.97,19.91
387,20251219,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251219-1,61,1738,1,0.0,67.97,19.91
388,20251221,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251221-2,115,653,12,0.0,67.97,19.91
389,20251225,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251225-3,30,1152,6,0.0,67.97,19.91
390,20251226,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251226-4,103,1886,2,0.0,67.97,19.91
391,20251227,6,7,1,67.97,67.97,48.06,48.06,ORD-7-20251227-5,95,980,1,0.0,67.97,19.91
392,20250903,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20250903-6,64,327,,0.0,67.97,19.91
393,20250905,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20250905-0,79,1382,6,0.0,67.97,19.91
394,20250918,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20250918-1,84,1328,,0.0,67.97,19.91
395,20250921,6,5,2,67.97,135.94,48.06,96.12,ORD-5-20250921-2,71,894,6,0.0,135.94,39.82
396,20250926,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20250926-3,63,6,12,0.0,67.97,19.91
397,20251019,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251019-4,57,1852,6,0.0,67.97,19.91
398,20251027,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251027-5,15,1028,4,0.0,67.97,19.91
399,20251102,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251102-6,40,1702,3,0.0,67.97,19.91
400,20251110,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251110-0,66,23,8,0.0,67.97,19.91
401,20251115,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251115-1,107,1939,,0.0,67.97,19.91
402,20251121,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251121-2,47,790,2,0.0,67.97,19.91
403,20251124,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251124-3,45,403,4,0.0,67.97,19.91
404,20251203,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251203-4,12,332,,0.0,67.97,19.91
405,20251214,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251214-5,11,1823,,0.0,67.97,19.91
406,20251218,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251218-6,68,1615,,0.0,67.97,19.91
407,20251223,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251223-0,21,432,10,0.0,67.97,19.91
408,20251228,6,5,1,67.97,67.97,48.06,48.06,ORD-5-20251228-1,34,1408,7,0.0,67.97,19.91
409,20251231,6,5,2,67.97,135.94,48.06,96.12,ORD-5-20251231-2,93,931,5,0.0,135.94,39.82
410,20250905,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250905-3,56,810,,0.0,67.97,19.91
411,20250909,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250909-4,38,233,,0.0,67.97,19.91
412,20250910,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250910-5,105,400,2,0.0,67.97,19.91
413,20250917,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250917-6,18,1744,8,0.0,67.97,19.91
414,20250919,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250919-0,95,256,8,0.0,67.97,19.91
415,20250921,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250921-1,29,203,3,0.0,67.97,19.91
416,20250929,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250929-2,19,215,,0.0,67.97,19.91
417,20250930,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20250930-3,67,198,2,0.0,67.97,19.91
418,20251014,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251014-4,13,1658,4,0.0,67.97,19.91
419,20251020,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251020-5,37,1276,,0.0,67.97,19.91
420,20251023,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251023-6,67,1555,8,0.0,67.97,19.91
421,20251110,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251110-0,42,109,6,0.0,67.97,19.91
422,20251129,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251129-1,14,369,2,0.0,67.97,19.91
423,20251206,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251206-2,77,1141,,0.0,67.97,19.91
424,20251221,6,4,1,67.97,67.97,48.06,48.06,ORD-4-20251221-3,103,1648,,0.0,67.97,19.91
425,20250930,7,5,1,3.72,3.72,2.44,2.44,ORD-5-20250930-4,106,352,6,0.0,3.72,1.28
426,20251005,7,5,1,3.72,3.72,2.44,2.44,ORD-5-20251005-5,14,1604,,0.0,3.72,1.28
427,20251006,7,5,1,3.72,3.72,2.44,2.44,ORD-5-20251006-6,111,1391,12,0.0,3.72,1.28
428,20251208,7,5,1,3.72,3.72,2.44,2.44,ORD-5-20251208-0,100,789,8,0.0,3.72,1.28
429,20250903,7,1,1,3.72,3.72,2.44,2.44,ORD-1-20250903-1,76,1050,,0.0,3.72,1.28
430,20250928,7,1,1,3.72,3.72,2.44,2.44,ORD-1-20250928-2,34,785,,0.0,3.72,1.28
431,20251112,7,1,1,3.72,3.72,2.44,2.44,ORD-1-20251112-3,10,1747,,0.0,3.72,1.28
432,20251215,7,1,1,3.72,3.72,2.44,2.44,ORD-1-20251215-4,100,1400,10,0.0,3.72,1.28
433,20251222,7,1,1,3.72,3.72,2.44,2.44,ORD-1-20251222-5,38,1240,,0.0,3.72,1.28
434,20250927,7,7,1,3.72,3.72,2.44,2.44,ORD-7-20250927-6,49,17,12,0.0,3.72,1.28
435,20251006,7,7,1,3.72,3.72,2.44,2.44,ORD-7-20251006-0,4,1442,6,0.0,3.72,1.28
436,20251109,7,7,1,3.72,3.72,2.44,2.44,ORD-7-20251109-1,77,1575,10,0.0,3.72,1.28
437,20251209,7,7,1,3.72,3.72,2.44,2.44,ORD-7-20251209-2,116,633,6,0.0,3.72,1.28
438,20250910,7,8,1,3.72,3.72,2.44,2.44,ORD-8-20250910-3,112,1598,12,0.0,3.72,1.28
439,20251019,7,8,1,3.72,3.72,2.44,2.44,ORD-8-20251019-4,67,887,11,0.0,3.72,1.28
440,20251204,7,8,1,3.72,3.72,2.44,2.44,ORD-8-20251204-5,108,1097,,0.0,3.72,1.28
441,20251220,7,8,1,3.72,3.72,2.44,2.44,ORD-8-20251220-6,111,57,3,0.0,3.72,1.28
442,20251222,7,8,1,3.72,3.72,2.44,2.44,ORD-8-20251222-0,53,1708,,0.0,3.72,1.28
443,20250905,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20250905-1,72,1644,10,0.0,234.35,108.05
444,20250906,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20250906-2,111,538,11,0.0,234.35,108.05
445,20250913,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20250913-3,30,1028,9,0.0,234.35,108.05
446,20250919,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20250919-4,113,138,4,0.0,234.35,108.05
447,20250920,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20250920-5,89,660,3,0.0,234.35,108.05
448,20250929,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20250929-6,105,1538,6,0.0,468.7,216.1
449,20251002,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251002-0,62,821,4,0.0,234.35,108.05
450,20251004,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251004-1,63,1504,,0.0,234.35,108.05
451,20251006,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251006-2,40,1883,,0.0,468.7,216.1
452,20251011,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251011-3,12,456,,0.0,468.7,216.1
453,20251017,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251017-4,89,1784,,0.0,234.35,108.05
454,20251020,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251020-5,106,237,1,0.0,234.35,108.05
455,20251023,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251023-6,108,440,1,0.0,234.35,108.05
456,20251025,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251025-0,20,1743,,0.0,234.35,108.05
457,20251027,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251027-1,80,740,4,0.0,234.35,108.05
458,20251029,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251029-2,64,643,8,0.0,234.35,108.05
459,20251031,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251031-3,11,143,10,0.0,468.7,216.1
460,20251101,8,9,3,234.35,703.05,126.3,378.9,ORD-9-20251101-4,55,1034,4,0.0,703.05,324.15
461,20251102,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251102-5,45,1903,,0.0,468.7,216.1
462,20251108,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251108-6,52,1806,2,0.0,468.7,216.1
463,20251112,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251112-0,25,1858,,0.0,234.35,108.05
464,20251118,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251118-1,78,510,,0.0,234.35,108.05
465,20251119,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251119-2,14,172,8,0.0,234.35,108.05
466,20251120,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251120-3,101,792,12,0.0,234.35,108.05
467,20251122,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251122-4,112,83,11,0.0,234.35,108.05
468,20251124,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251124-5,63,1864,5,0.0,234.35,108.05
469,20251204,8,9,2,234.35,468.7,126.3,252.6,ORD-9-20251204-6,96,1183,10,0.0,468.7,216.1
470,20251209,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251209-0,118,396,,0.0,234.35,108.05
471,20251211,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251211-1,43,1660,6,0.0,234.35,108.05
472,20251212,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251212-2,119,1612,1,0.0,234.35,108.05
473,20251215,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251215-3,26,907,11,0.0,234.35,108.05
474,20251218,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251218-4,19,289,,0.0,234.35,108.05
475,20251220,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251220-5,79,1574,8,0.0,234.35,108.05
476,20251221,8,9,1,234.35,234.35,126.3,126.3,ORD-9-20251221-6,31,1680,3,0.0,234.35,108.05
