product_key,sku,product_name,category,subcategory,brand,unit_cost,unit_price,standard_margin_pct,xyz_class,launch_date,discontinue_date,is_active,abc_class
247,SKU-000247,Accessories Item 247,Automotive,Accessories,Brand-032,50.43,85.15,40.78,Z,,,True,B
248,SKU-000248,Team Sports Item 248,Sports & Outdoors,Team Sports,Brand-097,64.19,122.54,47.62,Y,,,True,B
249,SKU-000249,Electronics Item 249,Automotive,Electronics,Brand-180,56.22,79.45,29.24,Z,,,True,C
250,SKU-000250,Cookware Item 250,Home & Kitchen,Cookware,Brand-147,58.94,89.35,34.03,X,,,True,C
251,SKU-000251,Kidswear Item 251,Apparel,Kidswear,Brand-075,128.76,311.22,58.63,Y,,,True,B
252,SKU-000252,Building Item 252,Toys & Games,Building,Brand-141,218.58,369.61,40.86,X,,,False,C
253,SKU-000253,Kidswear Item 253,Apparel,Kidswear,Brand-134,217.88,367.81,40.76,Y,,,True,B
254,SKU-000254,Grooming Item 254,Health & Beauty,Grooming,Brand-210,116.6,178.94,34.84,Y,,,True,A
255,SKU-000255,Writing Item 255,Office & Stationery,Writing,Brand-225,141.13,255.04,44.66,Z,,,True,C
256,SKU-000256,Chargers Item 256,Electronics,Chargers,Brand-353,189.4,442.86,57.23,Y,,,True,B
257,SKU-000257,Grooming Item 257,Pet Supplies,Grooming,Brand-322,205.35,523.94,60.81,Y,,,True,C
258,SKU-000258,Cables Item 258,Electronics,Cables,Brand-117,46.04,63.77,27.8,X,,,True,C
259,SKU-000259,Kidswear Item 259,Apparel,Kidswear,Brand-361,116.99,224.95,47.99,Y,,,True,A
260,SKU-000260,Paper Item 260,Office & Stationery,Paper,Brand-208,183.47,325.83,43.69,Y,,,True,A
261,SKU-000261,Electronics Item 261,Automotive,Electronics,Brand-075,67.75,134.35,49.57,Y,,,True,A
262,SKU-000262,Footwear Item 262,Apparel,Footwear,Brand-136,97.6,170.9,42.89,X,,,True,A
263,SKU-000263,Skincare Item 263,Health & Beauty,Skincare,Brand-296,216.86,367.22,40.95,X,,,True,C
264,SKU-000264,Clothing Item 264,Baby & Nursery,Clothing,Brand-328,216.73,386.16,43.88,X,,,True,B
265,SKU-000265,Clothing Item 265,Baby & Nursery,Clothing,Brand-150,199.48,385.69,48.28,Z,,,True,A
266,SKU-000266,Beverages Item 266,Grocery,Beverages,Brand-063,175.96,320.16,45.04,Y,,,True,A
267,SKU-000267,Plush Item 267,Toys & Games,Plush,Brand-077,60.31,107.48,43.89,X,,,True,B
268,SKU-000268,Team Sports Item 268,Sports & Outdoors,Team Sports,Brand-042,71.61,169.34,57.71,Z,,,True,B
269,SKU-000269,Paper Item 269,Office & Stationery,Paper,Brand-279,121.08,268.03,54.83,X,,,True,A
270,SKU-000270,Writing Item 270,Office & Stationery,Writing,Brand-201,124.03,202.18,38.66,Y,,,True,A
271,SKU-000271,Fragrance Item 271,Health & Beauty,Fragrance,Brand-181,111.95,260.49,57.02,Z,,,False,C
272,SKU-000272,Storage Item 272,Home & Kitchen,Storage,Brand-269,140.61,344.18,59.15,Z,,,True,B
273,SKU-000273,Cables Item 273,Electronics,Cables,Brand-331,90.72,131.74,31.14,Z,,,True,A
274,SKU-000274,Travel Item 274,Baby & Nursery,Travel,Brand-318,165.19,319.56,48.31,Y,,,True,B
275,SKU-000275,Outdoor Play Item 275,Toys & Games,Outdoor Play,Brand-055,74.38,116.97,36.41,Z,,,False,C
276,SKU-000276,Board Games Item 276,Toys & Games,Board Games,Brand-236,73.75,162.33,54.57,X,,,False,C
277,SKU-000277,Educational Item 277,Toys & Games,Educational,Brand-353,29.3,44.77,34.55,Z,,,True,C
278,SKU-000278,Care Item 278,Automotive,Care,Brand-309,42.73,88.75,51.86,Z,,,True,B
279,SKU-000279,Small Appliances Item 279,Home & Kitchen,Small Appliances,Brand-132,187.34,289.13,35.2,Z,,,True,C
280,SKU-000280,Bedding Item 280,Home & Kitchen,Bedding,Brand-157,99.01,181.49,45.45,X,,,True,B
281,SKU-000281,Grooming Item 281,Health & Beauty,Grooming,Brand-356,51.29,138.42,62.95,X,,,True,C
282,SKU-000282,Plush Item 282,Toys & Games,Plush,Brand-014,167.42,280.21,40.25,Y,,,True,B
283,SKU-000283,Accessories Item 283,Pet Supplies,Accessories,Brand-210,122.54,306.58,60.03,Y,,,True,A
284,SKU-000284,Outdoor Play Item 284,Toys & Games,Outdoor Play,Brand-047,6.12,17.23,64.48,Y,,,True,C
285,SKU-000285,Building Item 285,Toys & Games,Building,Brand-357,70.62,176.52,59.99,Z,,,True,C
286,SKU-000286,Toys Item 286,Baby & Nursery,Toys,Brand-016,40.17,58.76,31.63,Y,,,True,A
287,SKU-000287,Chargers Item 287,Electronics,Chargers,Brand-010,144.81,343.04,57.79,Y,,,True,A
288,SKU-000288,Breakfast Item 288,Grocery,Breakfast,Brand-132,61.59,83.55,26.29,Y,,,True,B
289,SKU-000289,Confectionery Item 289,Grocery,Confectionery,Brand-080,15.69,26.47,40.73,X,,,True,C
290,SKU-000290,Board Games Item 290,Toys & Games,Board Games,Brand-198,13.5,33.61,59.83,X,,,True,C
291,SKU-000291,Tools Item 291,Automotive,Tools,Brand-120,128.61,271.04,52.55,X,,,True,A
292,SKU-000292,Wellness Item 292,Health & Beauty,Wellness,Brand-143,6.25,11.64,46.31,Z,,,False,C
293,SKU-000293,Toys Item 293,Baby & Nursery,Toys,Brand-226,186.96,314.3,40.51,Z,,,True,C
294,SKU-000294,Haircare Item 294,Health & Beauty,Haircare,Brand-224,35.45,83.4,57.49,Y,,,True,B
295,SKU-000295,Beverages Item 295,Grocery,Beverages,Brand-374,134.03,287.51,53.38,Y,,,True,C
296,SKU-000296,Snacks Item 296,Grocery,Snacks,Brand-192,98.66,175.35,43.74,Y,,,True,C
297,SKU-000297,Storage Item 297,Garden & DIY,Storage,Brand-226,98.26,250.02,60.7,Z,,,True,B
298,SKU-000298,Educational Item 298,Toys & Games,Educational,Brand-271,17.19,26.12,34.2,Z,,,True,C
299,SKU-000299,Skincare Item 299,Health & Beauty,Skincare,Brand-070,176.9,259.44,31.82,Y,,,True,A
300,SKU-000300,Small Appliances Item 300,Home & Kitchen,Small Appliances,Brand-267,196.63,398.94,50.71,Z,,,True,B
301,SKU-000301,Cycling Item 301,Sports & Outdoors,Cycling,Brand-344,3.91,10.82,63.88,Y,,,True,C
302,SKU-000302,Tools Item 302,Automotive,Tools,Brand-127,40.53,62.25,34.89,Y,,,True,C
303,SKU-000303,Bedding Item 303,Home & Kitchen,Bedding,Brand-072,199.0,306.09,34.99,Z,,,True,B
304,SKU-000304,Tools Item 304,Garden & DIY,Tools,Brand-139,121.56,175.11,30.58,Y,,,False,C
305,SKU-000305,Beverages Item 305,Grocery,Beverages,Brand-110,34.28,84.48,59.42,Y,,,True,C
306,SKU-000306,Audio Item 306,Electronics,Audio,Brand-234,45.81,69.47,34.06,Y,,,True,C
307,SKU-000307,Haircare Item 307,Health & Beauty,Haircare,Brand-345,145.71,265.54,45.13,Y,,,True,A
308,SKU-000308,Breakfast Item 308,Grocery,Breakfast,Brand-238,159.87,452.06,64.63,Y,,,True,A
309,SKU-000309,Grooming Item 309,Health & Beauty,Grooming,Brand-051,132.47,177.78,25.49,Y,,,True,C
310,SKU-000310,Audio Item 310,Electronics,Audio,Brand-126,209.76,397.72,47.26,Y,,,True,A
311,SKU-000311,Organisation Item 311,Office & Stationery,Organisation,Brand-276,109.45,200.79,45.49,X,,,True,A
312,SKU-000312,Toys Item 312,Pet Supplies,Toys,Brand-132,67.11,157.16,57.3,Z,,,True,C
313,SKU-000313,Audio Item 313,Electronics,Audio,Brand-234,105.78,174.01,39.21,Y,,,True,A
314,SKU-000314,Haircare Item 314,Health & Beauty,Haircare,Brand-277,80.09,136.7,41.41,Z,,,True,A
315,SKU-000315,Menswear Item 315,Apparel,Menswear,Brand-132,50.53,74.0,31.72,X,,,True,C
316,SKU-000316,Desk Item 316,Office & Stationery,Desk,Brand-259,11.54,25.44,54.63,Y,,,True,C
317,SKU-000317,Accessories Item 317,Pet Supplies,Accessories,Brand-159,78.46,179.91,56.39,Y,,,True,C
318,SKU-000318,Grooming Item 318,Pet Supplies,Grooming,Brand-054,156.94,225.7,30.47,Z,,,True,C
319,SKU-000319,Clothing Item 319,Baby & Nursery,Clothing,Brand-149,5.53,9.33,40.74,X,,,True,C
320,SKU-000320,Tools Item 320,Automotive,Tools,Brand-176,97.46,248.09,60.72,Z,,,True,B
321,SKU-000321,Skincare Item 321,Health & Beauty,Skincare,Brand-001,142.22,189.9,25.11,Y,,,True,C
322,SKU-000322,Audio Item 322,Electronics,Audio,Brand-357,134.87,213.91,36.95,Y,,,True,C
323,SKU-000323,Paper Item 323,Office & Stationery,Paper,Brand-211,171.2,324.25,47.2,Y,,,True,A
324,SKU-000324,Planting Item 324,Garden & DIY,Planting,Brand-015,178.6,289.76,38.36,X,,,True,A
325,SKU-000325,Toys Item 325,Baby & Nursery,Toys,Brand-347,157.01,244.88,35.88,Y,,,True,B
326,SKU-000326,Accessories Item 326,Apparel,Accessories,Brand-342,23.96,42.33,43.4,X,,,True,C
327,SKU-000327,Accessories Item 327,Apparel,Accessories,Brand-005,105.29,155.43,32.26,Y,,,True,A
328,SKU-000328,Decor Item 328,Home & Kitchen,Decor,Brand-066,133.34,247.77,46.19,Y,,,True,B
329,SKU-000329,Smart Home Item 329,Electronics,Smart Home,Brand-146,55.16,118.03,53.27,Y,,,True,C
330,SKU-000330,Confectionery Item 330,Grocery,Confectionery,Brand-203,10.8,20.77,48.01,X,,,True,C
331,SKU-000331,Pantry Item 331,Grocery,Pantry,Brand-290,50.35,70.64,28.72,X,,,True,A
332,SKU-000332,Team Sports Item 332,Sports & Outdoors,Team Sports,Brand-170,100.89,244.74,58.78,X,,,True,A
333,SKU-000333,Fragrance Item 333,Health & Beauty,Fragrance,Brand-245,91.94,135.2,32.0,X,,,True,A
334,SKU-000334,Electronics Item 334,Automotive,Electronics,Brand-005,40.1,90.3,55.59,Y,,,True,B
335,SKU-000335,Educational Item 335,Toys & Games,Educational,Brand-263,181.63,299.83,39.42,X,,,True,C
336,SKU-000336,Care Item 336,Automotive,Care,Brand-366,203.76,466.38,56.31,Z,,,True,A
337,SKU-000337,Clothing Item 337,Baby & Nursery,Clothing,Brand-210,45.49,68.15,33.25,X,,,True,C
338,SKU-000338,Haircare Item 338,Health & Beauty,Haircare,Brand-182,204.61,302.98,32.47,X,,,True,B
339,SKU-000339,Footwear Item 339,Apparel,Footwear,Brand-119,5.4,9.8,44.88,Z,,,True,C
340,SKU-000340,Travel Item 340,Baby & Nursery,Travel,Brand-381,203.6,276.32,26.32,X,,,True,A
341,SKU-000341,Printing Item 341,Office & Stationery,Printing,Brand-014,209.5,317.48,34.01,Y,,,True,A
342,SKU-000342,Haircare Item 342,Health & Beauty,Haircare,Brand-115,4.13,8.97,53.96,Z,,,True,C
343,SKU-000343,Printing Item 343,Office & Stationery,Printing,Brand-056,168.22,405.3,58.5,Z,,,True,C
344,SKU-000344,Breakfast Item 344,Grocery,Breakfast,Brand-346,213.49,297.47,28.23,Z,,,True,B
345,SKU-000345,Planting Item 345,Garden & DIY,Planting,Brand-193,199.44,502.15,60.28,X,,,True,A
346,SKU-000346,Wellness Item 346,Health & Beauty,Wellness,Brand-369,213.6,495.6,56.9,Y,,,True,A
347,SKU-000347,Travel Item 347,Baby & Nursery,Travel,Brand-266,121.75,302.77,59.79,Z,,,True,A
348,SKU-000348,Clothing Item 348,Baby & Nursery,Clothing,Brand-223,18.58,39.48,52.94,Z,,,True,C
349,SKU-000349,Footwear Item 349,Apparel,Footwear,Brand-207,187.18,389.68,51.97,X,,,True,A
350,SKU-000350,Chargers Item 350,Electronics,Chargers,Brand-081,135.62,251.17,46.0,Y,,,True,B
351,SKU-000351,Beverages Item 351,Grocery,Beverages,Brand-225,135.82,277.82,51.11,Y,,,True,A
352,SKU-000352,Small Appliances Item 352,Home & Kitchen,Small Appliances,Brand-274,92.67,242.37,61.76,X,,,True,B
353,SKU-000353,Wellness Item 353,Health & Beauty,Wellness,Brand-386,126.45,178.15,29.02,Y,,,True,B
354,SKU-000354,Plush Item 354,Toys & Games,Plush,Brand-220,35.06,56.21,37.63,X,,,True,C
355,SKU-000355,Nursery Item 355,Baby & Nursery,Nursery,Brand-375,163.14,226.26,27.9,Y,,,True,B
356,SKU-000356,Travel Item 356,Baby & Nursery,Travel,Brand-377,17.89,48.08,62.79,X,,,True,C
357,SKU-000357,Audio Item 357,Electronics,Audio,Brand-209,160.96,281.45,42.81,Y,,,True,A
358,SKU-000358,Storage Item 358,Garden & DIY,Storage,Brand-176,187.0,389.7,52.01,X,,,True,B
359,SKU-000359,Accessories Item 359,Electronics,Accessories,Brand-057,104.73,253.25,58.64,Y,,,True,B
360,SKU-000360,Toys Item 360,Pet Supplies,Toys,Brand-108,112.9,319.29,64.64,X,,,True,C
361,SKU-000361,Furniture Item 361,Garden & DIY,Furniture,Brand-351,69.72,101.74,31.47,Z,,,True,C
362,SKU-000362,Furniture Item 362,Garden & DIY,Furniture,Brand-056,213.33,495.89,56.98,X,,,True,B
363,SKU-000363,Accessories Item 363,Apparel,Accessories,Brand-159,161.69,409.31,60.5,Y,,,False,C
364,SKU-000364,Furniture Item 364,Garden & DIY,Furniture,Brand-279,82.12,112.42,26.96,X,,,True,A
365,SKU-000365,Smart Home Item 365,Electronics,Smart Home,Brand-097,39.7,88.54,55.16,X,,,False,C
366,SKU-000366,Snacks Item 366,Grocery,Snacks,Brand-389,49.48,81.37,39.19,X,,,True,A
367,SKU-000367,Board Games Item 367,Toys & Games,Board Games,Brand-260,102.87,209.7,50.94,X,,,True,C
368,SKU-000368,Haircare Item 368,Health & Beauty,Haircare,Brand-012,207.45,381.08,45.56,X,,,True,A
369,SKU-000369,Bedding Item 369,Home & Kitchen,Bedding,Brand-099,161.91,250.59,35.39,Y,,,True,B
370,SKU-000370,Fluids Item 370,Automotive,Fluids,Brand-296,48.53,69.74,30.41,Y,,,True,C
371,SKU-000371,Team Sports Item 371,Sports & Outdoors,Team Sports,Brand-345,189.31,269.2,29.68,X,,,True,A
372,SKU-000372,Organisation Item 372,Office & Stationery,Organisation,Brand-370,84.14,118.73,29.13,Y,,,True,C
373,SKU-000373,Camping Item 373,Sports & Outdoors,Camping,Brand-340,187.6,379.08,50.51,Y,,,True,B
374,SKU-000374,Fitness Item 374,Sports & Outdoors,Fitness,Brand-030,54.31,89.12,39.06,X,,,True,C
375,SKU-000375,Tools Item 375,Garden & DIY,Tools,Brand-292,136.68,206.05,33.67,Y,,,True,A
376,SKU-000376,Accessories Item 376,Electronics,Accessories,Brand-044,203.98,431.02,52.68,X,,,True,A
377,SKU-000377,Toys Item 377,Pet Supplies,Toys,Brand-031,57.85,121.72,52.47,X,,,True,A
378,SKU-000378,Food Item 378,Pet Supplies,Food,Brand-277,152.9,286.15,46.57,Y,,,True,C
379,SKU-000379,Camping Item 379,Sports & Outdoors,Camping,Brand-191,217.23,577.71,62.4,Z,,,True,B
380,SKU-000380,Skincare Item 380,Health & Beauty,Skincare,Brand-259,34.41,57.75,40.42,Z,,,True,A
381,SKU-000381,Decor Item 381,Home & Kitchen,Decor,Brand-340,20.82,50.09,58.43,Z,,,True,B
382,SKU-000382,Toys Item 382,Baby & Nursery,Toys,Brand-028,148.81,206.7,28.01,Y,,,True,B
383,SKU-000383,Clothing Item 383,Baby & Nursery,Clothing,Brand-211,75.73,166.78,54.59,X,,,True,A
384,SKU-000384,Kidswear Item 384,Apparel,Kidswear,Brand-333,17.07,48.14,64.54,Y,,,True,C
385,SKU-000385,Small Appliances Item 385,Home & Kitchen,Small Appliances,Brand-176,105.35,256.1,58.86,X,,,True,B
386,SKU-000386,Accessories Item 386,Electronics,Accessories,Brand-209,166.2,320.77,48.19,X,,,True,A
387,SKU-000387,Cookware Item 387,Home & Kitchen,Cookware,Brand-199,63.8,127.78,50.07,X,,,False,C
388,SKU-000388,Tools Item 388,Automotive,Tools,Brand-362,74.71,122.74,39.13,Y,,,True,A
389,SKU-000389,Furniture Item 389,Garden & DIY,Furniture,Brand-020,186.29,389.56,52.18,Y,,,True,C
390,SKU-000390,Audio Item 390,Electronics,Audio,Brand-351,115.14,260.59,55.82,X,,,True,B
391,SKU-000391,Grooming Item 391,Pet Supplies,Grooming,Brand-326,185.64,529.33,64.93,Z,,,True,B
392,SKU-000392,Womenswear Item 392,Apparel,Womenswear,Brand-325,99.04,179.09,44.7,Y,,,False,C
393,SKU-000393,Fitness Item 393,Sports & Outdoors,Fitness,Brand-165,209.73,289.09,27.45,Z,,,True,B
394,SKU-000394,Organisation Item 394,Office & Stationery,Organisation,Brand-206,143.7,280.85,48.83,X,,,True,C
395,SKU-000395,Grooming Item 395,Pet Supplies,Grooming,Brand-148,26.82,38.18,29.76,Y,,,True,C
396,SKU-000396,Lighting Item 396,Garden & DIY,Lighting,Brand-101,194.89,298.87,34.79,X,,,True,B
397,SKU-000397,Decor Item 397,Home & Kitchen,Decor,Brand-350,108.4,175.27,38.15,Y,,,True,A
398,SKU-000398,Accessories Item 398,Apparel,Accessories,Brand-202,32.45,70.92,54.24,X,,,True,B
399,SKU-000399,Grooming Item 399,Health & Beauty,Grooming,Brand-289,34.86,51.53,32.35,X,,,True,C
400,SKU-000400,Fragrance Item 400,Health & Beauty,Fragrance,Brand-041,151.73,221.93,31.63,Y,,,True,A
401,SKU-000401,Toys Item 401,Baby & Nursery,Toys,Brand-315,11.85,16.19,26.8,X,,,True,C
402,SKU-000402,Tools Item 402,Automotive,Tools,Brand-263,64.12,160.02,59.93,X,,,False,C
403,SKU-000403,Grooming Item 403,Health & Beauty,Grooming,Brand-399,32.04,67.8,52.74,Z,,,True,C
404,SKU-000404,Clothing Item 404,Baby & Nursery,Clothing,Brand-054,97.88,133.35,26.6,X,,,True,C
405,SKU-000405,Educational Item 405,Toys & Games,Educational,Brand-216,92.04,124.6,26.13,Y,,,True,B
406,SKU-000406,Breakfast Item 406,Grocery,Breakfast,Brand-204,115.53,219.42,47.35,Y,,,True,C
407,SKU-000407,Outdoor Play Item 407,Toys & Games,Outdoor Play,Brand-215,62.6,98.28,36.3,X,,,True,C
408,SKU-000408,Cables Item 408,Electronics,Cables,Brand-022,8.5,16.62,48.87,Y,,,True,C
409,SKU-000409,Nursery Item 409,Baby & Nursery,Nursery,Brand-189,135.74,235.59,42.38,X,,,True,A
410,SKU-000410,Bedding Item 410,Home & Kitchen,Bedding,Brand-120,83.16,218.45,61.93,Z,,,True,C
411,SKU-000411,Footwear Item 411,Apparel,Footwear,Brand-247,143.82,226.53,36.51,X,,,True,C
412,SKU-000412,Footwear Item 412,Apparel,Footwear,Brand-093,25.24,52.77,52.17,X,,,True,A
413,SKU-000413,Wellness Item 413,Health & Beauty,Wellness,Brand-174,4.51,6.19,27.16,Y,,,True,C
414,SKU-000414,Chargers Item 414,Electronics,Chargers,Brand-248,55.75,151.64,63.23,Z,,,True,C
415,SKU-000415,Cookware Item 415,Home & Kitchen,Cookware,Brand-026,101.26,283.09,64.23,Z,,,True,A
416,SKU-000416,Food Item 416,Pet Supplies,Food,Brand-314,87.6,192.79,54.56,Z,,,True,C
417,SKU-000417,Travel Item 417,Baby & Nursery,Travel,Brand-286,178.55,316.63,43.61,Y,,,True,A
418,SKU-000418,Cables Item 418,Electronics,Cables,Brand-023,84.06,126.98,33.8,Y,,,False,C
419,SKU-000419,Grooming Item 419,Health & Beauty,Grooming,Brand-026,117.4,276.24,57.5,Y,,,True,A
420,SKU-000420,Pantry Item 420,Grocery,Pantry,Brand-340,131.18,288.02,54.45,Z,,,True,C
421,SKU-000421,Clothing Item 421,Baby & Nursery,Clothing,Brand-114,6.27,9.48,33.88,Y,,,True,C
422,SKU-000422,Grooming Item 422,Pet Supplies,Grooming,Brand-344,114.06,200.28,43.05,Y,,,True,A
423,SKU-000423,Fluids Item 423,Automotive,Fluids,Brand-200,76.85,136.05,43.51,Y,,,True,B
424,SKU-000424,Confectionery Item 424,Grocery,Confectionery,Brand-137,93.55,223.04,58.06,Y,,,True,A
425,SKU-000425,Outdoor Play Item 425,Toys & Games,Outdoor Play,Brand-110,23.41,49.13,52.35,X,,,True,A
426,SKU-000426,Accessories Item 426,Apparel,Accessories,Brand-263,172.55,350.19,50.73,Y,,,True,A
427,SKU-000427,Tools Item 427,Garden & DIY,Tools,Brand-044,207.42,423.25,50.99,Y,,,True,B
428,SKU-000428,Fluids Item 428,Automotive,Fluids,Brand-161,6.37,9.93,35.82,Z,,,True,C
429,SKU-000429,Cookware Item 429,Home & Kitchen,Cookware,Brand-138,132.9,221.02,39.87,Y,,,True,B
430,SKU-000430,Toys Item 430,Pet Supplies,Toys,Brand-062,168.4,230.14,26.83,Z,,,True,C
431,SKU-000431,Chargers Item 431,Electronics,Chargers,Brand-141,63.73,146.43,56.48,Y,,,True,C
432,SKU-000432,Bedding Item 432,Pet Supplies,Bedding,Brand-211,173.58,300.94,42.32,Z,,,True,B
433,SKU-000433,Fluids Item 433,Automotive,Fluids,Brand-271,139.67,243.03,42.53,X,,,True,A
434,SKU-000434,Cables Item 434,Electronics,Cables,Brand-035,204.52,313.75,34.81,Z,,,True,B
435,SKU-000435,Educational Item 435,Toys & Games,Educational,Brand-349,215.85,323.99,33.38,Y,,,True,B
436,SKU-000436,Accessories Item 436,Electronics,Accessories,Brand-351,10.75,20.88,48.51,X,,,True,C
437,SKU-000437,Snacks Item 437,Grocery,Snacks,Brand-277,98.72,150.26,34.3,X,,,True,C
438,SKU-000438,Feeding Item 438,Baby & Nursery,Feeding,Brand-369,121.02,167.08,27.57,X,,,True,C
439,SKU-000439,Storage Item 439,Home & Kitchen,Storage,Brand-171,33.56,75.76,55.7,Y,,,False,C
440,SKU-000440,Fitness Item 440,Sports & Outdoors,Fitness,Brand-328,74.98,125.09,40.06,Z,,,True,C
441,SKU-000441,Travel Item 441,Baby & Nursery,Travel,Brand-291,217.3,363.44,40.21,Z,,,True,A
442,SKU-000442,Fragrance Item 442,Health & Beauty,Fragrance,Brand-225,5.05,8.75,42.25,Y,,,True,C
443,SKU-000443,Chargers Item 443,Electronics,Chargers,Brand-072,100.37,236.73,57.6,Y,,,True,B
444,SKU-000444,Outdoor Play Item 444,Toys & Games,Outdoor Play,Brand-223,185.62,298.59,37.83,Y,,,True,B
445,SKU-000445,Breakfast Item 445,Grocery,Breakfast,Brand-360,72.27,161.76,55.32,Z,,,True,C
446,SKU-000446,Printing Item 446,Office & Stationery,Printing,Brand-393,106.34,284.19,62.58,Z,,,True,B
447,SKU-000447,Grooming Item 447,Health & Beauty,Grooming,Brand-179,215.2,443.11,51.43,X,,,True,C
448,SKU-000448,Travel Item 448,Baby & Nursery,Travel,Brand-099,105.26,182.32,42.27,Z,,,False,C
449,SKU-000449,Beverages Item 449,Grocery,Beverages,Brand-299,30.11,66.78,54.91,Y,,,True,C
450,SKU-000450,Grooming Item 450,Health & Beauty,Grooming,Brand-031,12.8,22.58,43.32,Z,,,True,C
451,SKU-000451,Nursery Item 451,Baby & Nursery,Nursery,Brand-061,208.07,356.14,41.58,Z,,,True,C
452,SKU-000452,Travel Item 452,Baby & Nursery,Travel,Brand-225,59.58,110.36,46.01,Z,,,True,B
453,SKU-000453,Board Games Item 453,Toys & Games,Board Games,Brand-396,111.64,179.22,37.71,X,,,False,C
454,SKU-000454,Decor Item 454,Home & Kitchen,Decor,Brand-132,21.32,30.1,29.17,Y,,,False,C
455,SKU-000455,Organisation Item 455,Office & Stationery,Organisation,Brand-177,94.07,161.06,41.59,X,,,True,C
456,SKU-000456,Snacks Item 456,Grocery,Snacks,Brand-129,204.73,292.28,29.95,Z,,,True,B
457,SKU-000457,Accessories Item 457,Electronics,Accessories,Brand-176,111.28,189.95,41.42,X,,,True,C
458,SKU-000458,Desk Item 458,Office & Stationery,Desk,Brand-003,213.69,405.31,47.28,Y,,,True,A
459,SKU-000459,Furniture Item 459,Garden & DIY,Furniture,Brand-238,58.06,153.71,62.23,Z,,,True,A
460,SKU-000460,Chargers Item 460,Electronics,Chargers,Brand-238,111.74,151.92,26.45,X,,,True,B
461,SKU-000461,Toys Item 461,Pet Supplies,Toys,Brand-126,189.31,377.55,49.86,Y,,,True,B
462,SKU-000462,Chargers Item 462,Electronics,Chargers,Brand-106,99.44,175.41,43.31,Y,,,True,C
463,SKU-000463,Grooming Item 463,Pet Supplies,Grooming,Brand-304,62.57,84.34,25.81,Y,,,True,C
464,SKU-000464,Plush Item 464,Toys & Games,Plush,Brand-075,188.42,289.8,34.98,X,,,True,C
465,SKU-000465,Storage Item 465,Home & Kitchen,Storage,Brand-019,86.69,123.38,29.74,X,,,True,B
466,SKU-000466,Feeding Item 466,Baby & Nursery,Feeding,Brand-017,117.46,177.09,33.67,Y,,,True,C
467,SKU-000467,Audio Item 467,Electronics,Audio,Brand-352,214.87,335.64,35.98,Y,,,True,C
468,SKU-000468,Paper Item 468,Office & Stationery,Paper,Brand-146,42.25,71.67,41.05,Y,,,False,C
469,SKU-000469,Accessories Item 469,Apparel,Accessories,Brand-041,67.36,125.12,46.16,X,,,True,B
470,SKU-000470,Feeding Item 470,Baby & Nursery,Feeding,Brand-351,8.29,11.06,25.04,Y,,,True,B
471,SKU-000471,Toys Item 471,Pet Supplies,Toys,Brand-060,87.12,127.14,31.47,Y,,,True,A
472,SKU-000472,Care Item 472,Automotive,Care,Brand-135,45.24,63.49,28.74,X,,,True,C
473,SKU-000473,Plush Item 473,Toys & Games,Plush,Brand-009,150.09,283.12,46.99,Z,,,True,A
474,SKU-000474,Educational Item 474,Toys & Games,Educational,Brand-271,41.12,66.5,38.16,Y,,,True,C
475,SKU-000475,Organisation Item 475,Office & Stationery,Organisation,Brand-280,148.95,280.7,46.94,Y,,,True,A
476,SKU-000476,Electronics Item 476,Automotive,Electronics,Brand-302,59.07,89.33,33.87,Z,,,True,C
477,SKU-000477,Lighting Item 477,Garden & DIY,Lighting,Brand-105,79.12,106.87,25.97,Y,,,True,C
478,SKU-000478,Decor Item 478,Home & Kitchen,Decor,Brand-131,77.73,208.14,62.65,Y,,,False,C
479,SKU-000479,Writing Item 479,Office & Stationery,Writing,Brand-375,158.11,223.74,29.33,X,,,True,C
480,SKU-000480,Chargers Item 480,Electronics,Chargers,Brand-328,103.43,147.91,30.07,X,,,True,C
481,SKU-000481,Fragrance Item 481,Health & Beauty,Fragrance,Brand-015,80.44,116.35,30.86,X,,,True,A
482,SKU-000482,Electronics Item 482,Automotive,Electronics,Brand-277,187.8,525.33,64.25,Z,,,True,A
483,SKU-000483,Haircare Item 483,Health & Beauty,Haircare,Brand-325,126.47,251.46,49.71,Z,,,True,C
484,SKU-000484,Fluids Item 484,Automotive,Fluids,Brand-224,48.22,95.32,49.41,X,,,True,C
485,SKU-000485,Building Item 485,Toys & Games,Building,Brand-256,198.17,557.72,64.47,X,,,True,B
486,SKU-000486,Menswear Item 486,Apparel,Menswear,Brand-001,76.37,106.87,28.54,Y,,,True,B
487,SKU-000487,Apparel Item 487,Sports & Outdoors,Apparel,Brand-012,10.02,27.82,63.98,Y,,,True,B
488,SKU-000488,Beverages Item 488,Grocery,Beverages,Brand-015,109.57,163.93,33.16,Y,,,True,A
489,SKU-000489,Care Item 489,Automotive,Care,Brand-064,28.58,57.07,49.92,Y,,,False,C
490,SKU-000490,Organisation Item 490,Office & Stationery,Organisation,Brand-396,53.6,92.1,41.8,Z,,,True,C
491,SKU-000491,Nursery Item 491,Baby & Nursery,Nursery,Brand-254,164.74,276.22,40.36,X,,,True,B
492,SKU-000492,Storage Item 492,Garden & DIY,Storage,Brand-313,30.07,79.66,62.25,Y,,,True,C
